Categoria,Posicao,Cod_dekoreba,English,French,German,Italian,Portuguese,Spanish
adjetivos,3,512,bold,hardi,wagemutig,intraprendente,destemido,intrépido
adjetivos,1,513,advanced,avancé,fortgeschritten,avanzato,avançado,avanzado
adjetivos,2,513,high-end,amélioré,vorgerückt,,melhorado,adelantado
adjetivos,3,513,enhanced,précédent,erweitert,,,mejorado
adjetivos,1,514,miserable,malheureux,unglücklich,sfortunato,azarado,miserable
adjetivos,2,514,wretched,misérable,unglückselig,povero,miserável,desafortunado
adjetivos,3,514,hapless,pauvre,unselig,compassionevole,coitado,pobre
adjetivos,1,515,aerial,aérien,luftig,aereo,aéreo,aéreo
adjetivos,2,515,airy,chimérique,aus Luft bestehend,sù,aérea,semiaturdido
adjetivos,3,515,overhead,vaporeux,in der Luft,,semiconsciente,aérea
adjetivos,1,516,agile,agile,gewandt,agile,ágil,ágil
adjetivos,2,516,nimble,adroit,flink,destro,hábil,diestro
adjetivos,3,516,adroit,vif,behende,sveglio,alerta,hábil
adjetivos,1,517,rough,rugueux,rau,ruvido,áspero,áspero
adjetivos,2,517,harsh,rude,grob,scabro,acerbo,áspera
adjetivos,3,517,bitter,âpre,rauh,rugoso,acre,"carrasposo, -a"
adjetivos,1,518,golden,doré,golden,dorato,áureo,dorado
adjetivos,2,518,gold,or,gülden,aureo,dourado,oro
adjetivos,3,518,gilded,dorée,goldgelb,d'oro,de ouro,de oro
adjetivos,1,519,blue,bleu,blau,azzurro,azul,azul
adjetivos,2,519,azure,azur,Blau,blu,azulado,celeste
adjetivos,3,519,green,bleue,Grün,celeste,azúl,azur
adjetivos,1,520,shy,timide,zaghaft,pauroso,acanhado,tímido
adjetivos,2,520,abashed,embarrassé,furchtsam,angoscioso,tímido,encogido
adjetivos,3,520,timid,gêné,schüchtern,pavido,confundido,incómodo
adjetivos,1,521,adherent,adhérent,klebend,aderente,aderente,adherente
adjetivos,2,521,adhesive,adhésif,Anhänger,adeso,adesivo,adhesivo
adjetivos,3,521,sticky,adhérant,Jünger,,tenaz,
adjetivos,1,522,accurate,exact,akkurat,esatto,afinado,exacto
adjetivos,2,522,exact,juste,exakt,preciso,exacto,correcto
adjetivos,3,522,correct,précis,genau,accurato,exato,justo
adjetivos,1,523,coarse,grossier,arg,crudo,agreste,basto
adjetivos,2,523,crude,rustique,barsch,greve,grosseiro,tosco
adjetivos,3,523,uncouth,vulgaire,derb,grossolana,rude,crudo
adjetivos,1,524,winged,ailé,geflügelt,alato,alado,alado
adjetivos,2,524,aliferous,blessé,geflogen,alate,voado,
adjetivos,3,524,feathery,,,,,
adjetivos,1,525,ambulatory,ambulatoire,beweglich,mobile,ambulante,ambulante
adjetivos,2,525,walking,ambulant,veränderlich,ambulante,inconstante,movedizo
adjetivos,3,525,mobile,mobile,ambulant,ambulatorio,móbil,movible
adjetivos,1,526,animate,vivant,lebhaft,vivo,animado,animado
adjetivos,2,526,lively,actif,aufgeweckt,operoso,alerta,vivaz
adjetivos,3,526,adroit,vif,flink,attivo,bem disposto,acalorado
adjetivos,1,527,wished-for,,,,ansiado,
adjetivos,1,528,appreciated,satisfaisant,aufgefasst,apprezzato,apreciado,
adjetivos,2,528,favourite,appréciée,begriffen,benaccetto,,
adjetivos,3,528,prized,appréhendée,fasste auf,gradito,,
adjetivos,1,529,arch,,,,arqueado,
adjetivos,2,529,arcaded,,,,,
adjetivos,3,529,arched,,,,,
adjetivos,1,530,aloof,,,,arredio,
adjetivos,1,531,artistic,artistique,künstlerisch,artistico,artístico,artístico
adjetivos,2,531,aesthetic,esthétique,kunstverständig,artìstico,estético,estético
adjetivos,3,531,esthetic,,gestalterisch,abile,,diestro
adjetivos,1,532,active,actif,Aktiva,attivo,ativo,activo
adjetivos,2,532,live,vif,aktiv,bene,activo,bien
adjetivos,3,532,asset,bien,Einlagen,dinamico,serelepe,enérgico
adjetivos,1,533,authentic,authentique,echt,autentico,autêntico,auténtico
adjetivos,2,533,genuine,véritable,authentisch,vero,genuíno,genuino
adjetivos,3,533,bona fide,vrai,wahr,genuino,confiável,verdadero
adjetivos,1,534,adventurous,hasardeux,abenteuerlich,,aventuroso,arriesgado
adjetivos,2,534,,,,,arriscado,aventurado
adjetivos,3,534,,,,,perigoso,
adjetivos,1,535,acid,acide,sauer,acido,ácido,ácido
adjetivos,2,535,sour,aigre,Säure,agro,azedo,agrio
adjetivos,3,535,acidic,aigri,Lysergsäure-diethylamid,acre,acerbo,malhumorado
adjetivos,1,536,algid,algide,kalt,algido,álgido,álgido
adjetivos,2,536,,froid,,,,
adjetivos,1,537,eager,avide,begierig,avido,ávido,ávido
adjetivos,2,537,avid,avare,habgierig,bramoso,cobiçoso,codicioso
adjetivos,3,537,greedy,cupide,gierig,cupido,sedento,ansioso
adjetivos,1,538,open,ouvert,offen,aperto,aberto,abierto
adjetivos,2,538,opened,ouvrir,auf,aprirei,abrir,abrir
adjetivos,3,538,gaping,ouverte,geöffnet,esordire,escancarado,público
adjetivos,1,539,absolute,absolu,absolut,assoluto,absoluto,absoluto
adjetivos,2,539,stark,pur,rein,puro,perfeito,completo
adjetivos,3,539,simple,parfait,unumschränkt,semplice,castiço,puro
adjetivos,1,540,accused,accusé,Angeklagte,accusato,acusado,acusado
adjetivos,2,540,defendant,inculpé,Angeklagter,imputato,réu,acusada
adjetivos,3,540,culprit,défendeur,angeklagt,accusata,acusada,
adjetivos,1,541,sleeping,endormi,schlafend,addormentato,adormecido,dormida
adjetivos,2,541,asleep,,eingeschlafen,,,dormido
adjetivos,3,541,torpid,,,,,
adjetivos,1,542,affluent,affluent,Nebenfluss,affluente,afluente,afluente
adjetivos,2,542,tributary,abondant,Zufluss,tributario,curso de água,rico
adjetivos,3,542,branch,riche,Bach,affluenti,riacho,arroyos
adjetivos,1,543,distressed,affligé,schmerzgeplagt,,agoniado,angustiado
adjetivos,2,543,anguished,angoissé,leidjammervoll,,angustiado,acongojado
adjetivos,3,543,woebegone,écoeuré,,,,
adjetivos,1,544,alien,étranger,fremd,altrui,alheio,ajeno
adjetivos,2,544,foreign,bien d’autrui,ausländisch,estraneo,estranho,de otro
adjetivos,3,544,detached,autrui,fremdartig,,de outro,extraño
adjetivos,1,545,bitter,amer,bitter,amaro,amargo,amargo
adjetivos,2,545,acrimonious,âcre,herb,amara,amargoso,acerbo
adjetivos,3,545,acrid,âpre,beißend,acre,amaro,acre
adjetivos,1,546,anxious,anxieux,besorgt,ansioso,ansioso,ansioso
adjetivos,2,546,apprehensive,inquiet,gespannt,preoccupante,ansiosa,inquieto
adjetivos,3,546,uneasy,angoissé,heftig,agitato,aflicto,cuidadoso
adjetivos,1,547,hasty,hâtif,hastig,affrettato,apressado,apresurado
adjetivos,2,547,cursory,bâclé,eilig,frettoloso,precipitado,"(hecho, -a) a la carrera"
adjetivos,3,547,hurried,précipité,eilfertig,precipitoso,,"apremiado, -a"
adjetivos,1,548,disagreeable,maussade,brummig,brusco,arisco,bronco
adjetivos,2,548,gruff,bougon,unfreundlich,rude,brusco,brusko
adjetivos,3,548,surly,grognon,unwirsch,sgradevole,rabugento,desagradable
adjetivos,1,549,low,bas,niedrig,basso,baixo,bajo
adjetivos,2,549,bass,basse,Bass,bassa,baixa,baja
adjetivos,3,549,shallow,faible,Baß,inferiore,raso,somero
adjetivos,1,550,beautiful,beau,schön,bello,belo,bello
adjetivos,2,550,pretty,belle,angenehm,carino,bonito,hermoso
adjetivos,3,550,fair,joli,gut,incantevole,lindo,bonito
adjetivos,1,551,bizarre,bizarre,seltsam,strano,bizarro,raro
adjetivos,2,551,odd,singulier,bizarr,bizzarro,estranho,extraño
adjetivos,3,551,weird,élégant,merkwürdig,curioso,esquisito,curioso
adjetivos,1,552,fool,idiot,Trottel,stupido,bobo,bobo
adjetivos,2,552,silly,fou,Narr,idiota,tolo,tonto
adjetivos,3,552,zany,imbécile,Dummkopf,sciocco,estúpido,imbécil
adjetivos,1,553,beautiful,beau,schön,bello,bonito,bonito
adjetivos,2,553,pretty,belle,hübsch,carino,belo,hermoso
adjetivos,3,553,handsome,joli,nett,grazioso,lindo,bello
adjetivos,1,554,brave,courageux,tapfer,coraggioso,bravo,valiente
adjetivos,2,554,bold,en colère,mutig,ardito,corajoso,bravo
adjetivos,3,554,courageous,bravo,böse,audace,valente,enfadado
adjetivos,1,555,brilliant,brillant,brillant,brillante,brilhante,brillante
adjetivos,2,555,bright,brillante,strahlend,luminoso,luminoso,luminoso
adjetivos,3,555,shiny,luisant,glänzend,lucente,radiante,resplandeciente
adjetivos,1,556,tanned,bronzé,bronzen,bronzeo,bronzeado,bronceado
adjetivos,2,556,bronze,bronzage,bronzefarben,abbronzatura,bronze,tostado
adjetivos,3,556,bronzed,basané,gebräunt,abbronzato,brônzeo,moreno
adjetivos,1,557,brute,brut,roh,bruto,bruto,bruto
adjetivos,2,557,raw,brutal,brutto,grezzo,cru,animal
adjetivos,3,557,gross,bête,grob,bestia,rês,bestia
adjetivos,1,558,bucolic,bucolique,arkadisch,bucolico,bucólico,bucólico
adjetivos,2,558,arcadian,pastoral,,arcadico,,
adjetivos,3,558,pastoral,arcadien,,pastorale,,
adjetivos,1,560,burro,,,,burrinho,
adjetivos,2,560,,,,,burrico,
adjetivos,3,560,,,,,burrego,
adjetivos,1,561,box tree,buis,Buchsbaum,bosso,buxo,boj
adjetivos,2,561,boxwood,boite,Buchs,bossolo,buxeira,
adjetivos,3,561,box,boîte,,,buxeiro,
adjetivos,1,562,Byzantine,byzantin,byzantinisch,bizantino,bizantino,bizantino
adjetivos,2,562,,Byzantin,,,,
adjetivos,1,563,biblical,biblique,biblisch,biblico,bíblico,bíblico
adjetivos,2,563,scriptural,scriptural,,scritturale,biblico,
adjetivos,3,563,,,,scritturali,,
adjetivos,1,564,cheap,bon marché,billig,economico,barato,barato
adjetivos,2,564,inexpensive,peu coûteux,preiswert,economica,barata,económico
adjetivos,3,564,cheaply,peu coûteuse,wohlfeil,a buon mercato,de forma barata,barata
adjetivos,1,565,calm,calme,ruhig,calmo,calmo,tranquilo
adjetivos,2,565,quiet,tranquille,sanft,tranquillo,tranqüilo,quieto
adjetivos,3,565,tranquil,serein,gelassen,quieto,tranquilo,sosegado
adjetivos,1,566,bright,clair,hell,chiaro,claro,claro
adjetivos,2,566,clear,brillant,klar,certo,naturalmente,brillante
adjetivos,3,566,light,bien sûr,deutlich,naturalmente,brilhante,por supuesto
adjetivos,1,567,blind,aveugle,blind,cieco,cego,ciego
adjetivos,2,567,blunt,contondant,stumpf,spuntato,embotado,embotado
adjetivos,3,567,dull,obtus,Blinder,smussato,obtuso,obtuso
adjetivos,1,568,full,plein,voll,pieno,cheio,lleno
adjetivos,2,568,replete,entier,satt,stracolma,pleno,pleno
adjetivos,3,568,complete,ivre,ganz,stracolmo,completo,completo
adjetivos,1,569,flat,plat,flach,piano,chato,plano
adjetivos,2,569,boring,ennuyeux,platt,piatto,plano,llano
adjetivos,3,569,gay,vin plat,eben,noioso,achatado,aburrido
adjetivos,1,570,cyclic,cyclique,zyklisch,ciclico,cíclico,cíclico
adjetivos,2,570,cyclical,alcoylant,periodisch,alcalinizzare,ciclíco,periódico
adjetivos,3,570,alkylate,cancéreuses,alkalisieren,che va a cicli,alcilação,
adjetivos,1,571,cynic,cynique,Zyniker,cinico,cínico,cínico
adjetivos,2,571,cynical,misanthropique,zynisch,criticone,calejado,cínica
adjetivos,3,571,misanthropic,cynisme,kynisch,misantropico,,hastiado
adjetivos,1,572,classic,classique,klassisch,classico,clássico,clásico
adjetivos,2,572,classical,courant,Klassiker,clàssico,característico,característico
adjetivos,3,572,standard,habituel,altsprachlich,greco-romano,típico,típico
adjetivos,1,573,coherent,cohérent,kohärent,coerente,coerente,coherente
adjetivos,2,573,cogent,logique,zusammenhängend,logico,lógico,inteligible
adjetivos,3,573,consistent,tenace,überzeugend,congruo,tenaz,lógico
adjetivos,1,574,colossal,colossal,kolossal,faraonico,colossal,colosal
adjetivos,2,574,prodigious,faramineux,enorm,gigante,,prodigioso
adjetivos,3,574,gigantic,énorme,gigantisch,prodigioso,,desmesurada
adjetivos,1,575,common,commun,gewöhnlich,comune,comum,común
adjetivos,2,575,ordinary,commune,gemeinsam,volgare,ordinário,vulgar
adjetivos,3,575,usual,ordinaire,gemeinschaftlich,ordinario,costumeiro,ordinario
adjetivos,1,576,concrete,béton,Beton,calcestruzzo,concreto,concreto
adjetivos,2,576,hard,concret,konkret,concreto,betão,hormigón
adjetivos,3,576,,solide,fest,reale,formigão,específico
adjetivos,1,577,confused,confus,verwirrt,confuso,confuso,confuso
adjetivos,2,577,unclear,embrouillé,unklar,sconvolto,confundido,aturdido
adjetivos,3,577,distraught,désordonné,verworren,stravolto,desconcertante,turbado
adjetivos,1,578,frozen,congelé,gefroren,gelato,congelado,congelado
adjetivos,2,578,rooted,gelé,tiefgekühlt,ghiacciato,gelado,hielo
adjetivos,3,578,icy,glacé,eisig,surgelato,,congelada
adjetivos,1,579,acquaintance,connu,Bekannter,conosciuto,conhecido,conocido
adjetivos,2,579,known,relation,bekannt,conoscenza,amigo,amigo
adjetivos,3,579,friend,ami,Bekannte,conoscente,amizade,sabido
adjetivos,1,580,consistent,ferme,fest,fermo,consistente,consistente
adjetivos,2,580,firm,cohérent,konsistent,coerente,constante,firme
adjetivos,3,580,hard,constant,hart,,firme,resistente
adjetivos,1,581,glad,content,froh,contento,contente,contento
adjetivos,2,581,happy,joyeux,zufrieden,felice,feliz,feliz
adjetivos,3,581,gay,heureux,fröhlich,lieto,alegre,alegre
adjetivos,1,582,contrary,contraire,Gegenteil,opposto,contrário,contrario
adjetivos,2,582,opposite,opposé,gegenteilig,contrario,oposto,opuesto
adjetivos,3,582,reverse,défavorable,abgeneigt,ostile,contraposto,opuesta
adjetivos,1,583,brave,courageux,mutig,coraggioso,corajoso,valiente
adjetivos,2,583,courageous,vaillant,tapfer,bravo,bravo,bravo
adjetivos,3,583,valiant,brave,kühn,ardito,valente,leal
adjetivos,1,584,sharp,aigre,scharf,acre,cortante,afilado
adjetivos,2,584,acrid,acerbe,beißend,acuta,afiado,agudo
adjetivos,3,584,acrimonious,âpre,grell,acuto,picante,acerbo
adjetivos,1,585,cosmopolitan,cosmopolite,kosmopolitisch,cosmopolita,cosmopolita,cosmopolita
adjetivos,2,585,cosmopolite,citoyen du monde,Weltbürger,apolide,cosmopolitano,ciudadano del mundo
adjetivos,3,585,world citizen,,Kosmopolit,cosmopolitico,,
adjetivos,1,586,critical,critique,Kritiker,critico,crítico,crítico
adjetivos,2,586,critic,grave,Kritikerin,recensore,crucial,alarmante
adjetivos,3,586,decisive,considérable,kritisch,cruciale,importante,decisivo
adjetivos,1,587,cruel,cruel,grausam,crudele,cruel,cruel
adjetivos,2,587,brutal,atroce,hart,du latin crudelis,brutal,feroz
adjetivos,3,587,fierce,féroce,herb,dérivé de crudus,desalmado,malo
adjetivos,1,588,care,soin,Sorge,cura,cuidado,cuidado
adjetivos,2,588,caution,attention,Achtung,attenzione,atenção,atención
adjetivos,3,588,attention,souci,Besorgnis,cautela,zelo,cautela
adjetivos,1,589,curious,curieux,neugierig,curioso,curioso,curioso
adjetivos,2,589,inquisitive,singulier,kurios,strano,singular,extraño
adjetivos,3,589,agog,étrange,seltsam,curiosi,estranho,inquisitivo
adjetivos,1,590,civic,,,,cívico,
adjetivos,1,592,sceptical,sceptique,skeptisch,scettico,céptico,escéptico
adjetivos,2,592,questioning,dubitatif,kritisch,dubitativo,cético,dubitativo
adjetivos,3,592,skeptical,sceptical,,incredulo,,
adjetivos,1,593,scenic,,,,cênico,
adjetivos,1,594,caustic,caustique,ätzend,caustico,cáustico,cáustico
adjetivos,2,594,vitriolic,corrosif,beißend,corrosivo,corrosivo,quemante
adjetivos,3,594,corrosive,acerbe,kaustisch,al vetriolo,acerbo,agudo
adjetivos,1,596,formal,,feierlich,,cerimonioso,
adjetivos,2,596,ceremonial,,gestärkt,,,
adjetivos,3,596,ceremonious,,steif,,,
adjetivos,1,597,rainy,pluvieux,regnerisch,piovoso,chuvoso,lluvioso
adjetivos,2,597,showery,bruineux,verregnet,pluviale,pluvioso,pluvioso
adjetivos,3,597,wet,mouillé,Regen-,uggioso,de chuva,llovioso
adjetivos,1,598,circular,circuler,Rundschreiben,circolare,circular,circular
adjetivos,2,598,circle,circulaire,zirkulieren,cerchiare,redondo,moverse en círculo
adjetivos,3,598,circulate,cercler,kreisen,rotondo,rodear,enroscar
adjetivos,1,599,cobalt,cobalt,Kobalt,cobalto,cobalto,cobalto
adjetivos,2,599,Co,Co,Cobalt,Co,Co,Co
adjetivos,3,599,atomic number 27,,Co,,,
adjetivos,1,600,cosmic,cosmique,kosmisch,cosmico,cósmico,cósmico
adjetivos,2,600,universal,immense,,,cósmica,cósmica
adjetivos,3,600,cosmical,,,,,
adjetivos,1,601,conical,conique,konisch,conico,cônico,cónico
adjetivos,2,601,cone-shaped,,kegelförmig,cònico,cónico,cónica
adjetivos,3,601,conelike,,,,,
adjetivos,1,602,careful,prudent,vorsichtig,prudente,cuidadoso,cuidadoso
adjetivos,2,602,wary,soigneux,sorgfältig,cauto,cauteloso,cauteloso
adjetivos,3,602,circumspect,prudente,behutsam,accurato,zeloso,atento
adjetivos,1,603,curricular,,Lehrplan-,curricolare,curricular,curricular
adjetivos,2,603,,,curricular,,,
adjetivos,3,603,,,gemäß des Lehrplans,,,
adjetivos,1,605,thick,dense,dicht,fitto,denso,denso
adjetivos,2,605,dense,épais,dick,denso,espesso,espeso
adjetivos,3,605,condensed,touffu,gedrängt,folto,cerrado,tupido
adjetivos,1,606,gold,doré,golden,dorato,dourado,dorado
adjetivos,2,606,golden,or,goldfarben,oro,áureo,oro
adjetivos,3,606,gilded,dorée,gülden,aureo,de ouro,de oro
adjetivos,1,607,sweet,doux,süß,dolce,doce,dulce
adjetivos,2,607,candy,sucré,Süßigkeit,zuccheroso,ameno,azucarado
adjetivos,3,607,gentle,friandise,lieblich,caramella,meigo,caramelo
adjetivos,1,608,straight,direct,aufrecht,diretto,direto,directo
adjetivos,2,608,straightforward,droit,direkt,destro,honesto,franco
adjetivos,3,608,direct,comme il faut,unmittelbar,retto,direito,derecho
adjetivos,1,609,divine,divin,göttlich,divino,divino,divino
adjetivos,2,609,godlike,divine,herrlich,divina,divina,sublime
adjetivos,3,609,godly,providentiel,köstlich,geniale,sublime,excelente
adjetivos,1,610,painful,douloureux,schmerzhaft,doloroso,doloroso,doloroso
adjetivos,2,610,distressing,pénible,schmerzlich,dolorosa,aflitivo,afligido
adjetivos,3,610,grevious,inquiétant,schlimm,che fa male,dolorido,penoso
adjetivos,1,611,drastic,énergique,drastisch,drastico,drástico,drástico
adjetivos,2,611,active,drastique,aktiv,attivo,enérgico,activo
adjetivos,3,611,energetic,draconien,arbeitend,drastica,violento,drástica
adjetivos,1,613,lasting,permanent,dauerhaft,durevole,duradouro,duradero
adjetivos,2,613,durable,durable,beständig,permanente,eterno,permanente
adjetivos,3,613,long-term,permanente,langlebig,duraturo,perpétuo,durable
adjetivos,1,614,dynamic,dynamique,dynamisch,dinamico,dinâmico,dinámico
adjetivos,2,614,active,,,dinamica,dinâmica,dinamica
adjetivos,3,614,aggressive,,,,,dinamico
adjetivos,1,615,discreet,discret,diskret,separato,discreto,discreto
adjetivos,2,615,discrete,circonspect,umsichtig,discreto,sutil,prudente
adjetivos,3,615,unobtrusive,décent,rücksichtsvoll,singolo,distinguido,decente
adjetivos,1,616,distant,lointain,fern,distante,distante,lejano
adjetivos,2,616,far,distant,entfernt,lontano,longínquo,distante
adjetivos,3,616,remote,éloigné,weit,vasto,longe,remoto
adjetivos,1,617,funny,amusant,lustig,divertente,divertido,divertido
adjetivos,2,617,entertaining,drôle,amüsant,comico,engraçado,gracioso
adjetivos,3,617,amusing,divertissant,komisch,buffa,cômico,chistoso
adjetivos,1,619,domestic,domestique,Inland,domestico,doméstico,doméstico
adjetivos,2,619,tame,familier,häuslich,nazionale,caseiro,nacional
adjetivos,3,619,household,local,inländisch,domestica,doméstica,
adjetivos,1,620,dominant,dominant,dominant,dominante,dominante,dominante
adjetivos,2,620,ascendant,dominate,Dominante,predominante,Co-dominância,
adjetivos,3,620,overbearing,,herrschend,principale,Codominância,
adjetivos,1,621,sleepyhead,endormi,Schlafmütze,dormiglione,dorminhoco,dormilón
adjetivos,2,621,sleepy,fatigué,Schläfer,marmotta,dorminhoca,dormilona
adjetivos,3,621,sleeper,somnolent,Schlafhaube,assonnato,sonolento,adormecido
adjetivos,1,622,gifted,doué,begabt,dotato,dotado,dotado
adjetivos,2,622,talented,surdoué,talentiert,talentuoso,talentoso,talentoso
adjetivos,3,622,highly gifted,talentueux,talentvoll,talentato,sobredotado,con altas capacidades intelectuales
adjetivos,1,625,clumsy,gauche,plump,impacciato,desajeitado,torpe
adjetivos,2,625,awkward,maladroit,unbeholfen,maldestro,desgracioso,desmañado
adjetivos,3,625,cumbersome,lourd,ungeschickt,goffo,atrapalhado,patoso
adjetivos,1,626,desperate,désespéré,verzweifelt,disperato,desesperado,desesperado
adjetivos,2,626,hopeless,sans espoir,hoffnungslos,capace di tutto,falta de esperança,desesperada
adjetivos,3,626,at one’s wit’s end,desespéré,aussichtslos,faccina stanca,desesperador,cansado
adjetivos,1,627,comprehensive,détaillé,ausführlich,dettagliato,detalhado,detallado
adjetivos,2,627,particularized,complet,detailliert,singole,abrangente,completo
adjetivos,3,627,in-depth,,durchdacht,per esteso,amplo,extenso
adjetivos,1,628,,ducal,herzoglich,,ducal,
adjetivos,1,629,double,double,doppelt,doppio,duplo,doble
adjetivos,2,629,twofold,normal,zweifach,doppia,dúplice,duplo
adjetivos,3,629,dual,duel,doppel,duplice,dobro,triple
adjetivos,1,630,hard,dur,hart,duro,duro,duro
adjetivos,2,630,tough,dure,fest,rigido,difícil,severo
adjetivos,3,630,stiff,fauché,schwierig,severo,rígido,difícil
adjetivos,1,631,delicate,délicat,feinfühlig,delicato,delicado,delicado
adjetivos,2,631,sensitive,fin,kitzlig,sensibile,fino,frágil
adjetivos,3,631,dainty,fluet,delikat,fragile,delgado,exquisito
adjetivos,1,632,challenging,défi,aufsässig,sfidante,desafiador,desafiante
adjetivos,2,632,defiant,ambitieux,trutzig,ambizioso,ambicioso,desafiador
adjetivos,3,632,intriguing,pénible,,di sfida,complicado,ambicioso
adjetivos,1,633,high,haut,hoch,alto,elevado,alto
adjetivos,2,633,lofty,élevé,erhaben,elevato,alto,elevado
adjetivos,3,633,loud,éminent,sublim,svettante,eminente,fuerte
adjetivos,1,634,huge,énorme,riesig,enorme,enorme,enorme
adjetivos,2,634,enormous,immense,enorm,gigantesco,imenso,grandote
adjetivos,3,634,tremendous,ample,immens,ampio,gigantesco,inmenso
adjetivos,1,635,dark,sombre,dunkel,scuro,escuro,oscuro
adjetivos,2,635,gloomy,obscur,finster,oscuro,sombrio,triste
adjetivos,3,635,sombre,foncé,düster,buio,entristecedor,sombrío
adjetivos,1,636,strange,bizarre,seltsam,strano,estranho,extraño
adjetivos,2,636,odd,étrange,komisch,bizzarro,esquisito,raro
adjetivos,3,636,weird,étranger,merkwürdig,straniero,bizarro,curioso
adjetivos,1,637,ethical,éthique,ethisch,etico,ético,ético
adjetivos,2,637,ethic,,sittlich,deontologico,,ética
adjetivos,1,638,bleary,épuisé,erschöpft,distrutto,exausto,exhausto
adjetivos,2,638,exhausted,à bout de forces,schlapp,esausto,esgotado,agotado
adjetivos,3,638,frazzle,brisé,abgestumpft,spossato,sofrido,
adjetivos,1,639,exotic,exotique,exotisch,esotico,exótico,exótico
adjetivos,2,639,alien,étranger,fremd,straniero,estrangeiro,extranjero
adjetivos,3,639,unusual,qui répugne,fremdländisch,,estranho,extraño
adjetivos,1,640,elegant,élégant,elegant,elegante,elegante,elegante
adjetivos,2,640,stylish,chic,schick,raffinato,gracioso,chic
adjetivos,3,640,fashionable,gracieux,auserlesen,bene,esbelto,fino
adjetivos,1,641,elastic,élastique,elastisch,elastico,elástico,elástico
adjetivos,2,641,resilient,souple,federnd,flessibile,flexível,flexible
adjetivos,3,641,rubber band,bande élastique,dehnbar,elastica,resiliente,goma
adjetivos,1,642,energetic,énergique,drastisch,energico,enérgico,enérgico
adjetivos,2,642,drastic,emphatique,energisch,attivo,drástico,drástico
adjetivos,3,642,active,draconien,aktiv,vigoroso,violento,activo
adjetivos,1,643,emphatic,emphatique,ausdrücklich,energico,enfático,enérgico
adjetivos,2,643,forceful,exclamatif,bombastisch,esclamativo,enérgico,enfático
adjetivos,3,643,exclamatory,énergique,nachdrücklich,,,exclamativo
adjetivos,1,644,wrong,incorrect,falsch,sbagliato,errado,falso
adjetivos,2,644,false,faux,unwahr,errato,falso,incorrecto
adjetivos,3,644,mistaken,mauvais,verkehrt,falso,incorreto,malo
adjetivos,1,645,graceful,mince,schlank,magro,esbelto,delgado
adjetivos,2,645,lean,gracieux,graziös,snello,gracioso,esbelto
adjetivos,3,645,slender,svelte,zierlich,grazioso,magro,gracioso
adjetivos,1,646,scanty,insuffisant,dürftig,raro,escasso,escaso
adjetivos,2,646,scarce,rare,knapp,scarso,insuficiente,rara
adjetivos,3,646,poor,maigre,karg,magro,raro,raro
adjetivos,1,647,slippery,glissant,glatt,scivoloso,escorregadio,resbaladizo
adjetivos,2,647,slick,glissante,glitschig,sdrucciolevole,astuto,escurridizo
adjetivos,3,647,slippy,fuyant,rutschig,scivolosa,liso,astuto
adjetivos,1,648,industrious,assidu,fleißig,laborioso,esforçado,diligente
adjetivos,2,648,assiduous,laborieux,emsig,industrioso,aplicado,trabajador
adjetivos,3,648,diligent,diligent,arbeitsam,diligente,assíduo,afanoso
adjetivos,1,649,specific,spécifique,spezifisch,specifico,específico,específico
adjetivos,2,649,particular,,bestimmt,,particular,determinada
adjetivos,3,649,ad hoc,,speziell,,,específica
adjetivos,1,650,clever,intelligent,schlau,furbo,esperto,astuto
adjetivos,2,650,smart,malin,listig,intelligente,astuto,hábil
adjetivos,3,650,cunning,rusé,verschmitzt,stile,hábil,listo
adjetivos,1,651,thick,épais,dick,spesso,espesso,espeso
adjetivos,2,651,corpulent,gros,dicht,grosso,grosso,grueso
adjetivos,3,651,fat,dense,fett,spessa,denso,denso
adjetivos,1,652,static,statique,statisch,statico,estático,estático
adjetivos,2,652,motionless,immobile,feststehend,fermo,quedo,inmóvil
adjetivos,3,652,still,encore,,immobile,,quieto
adjetivos,1,653,barren,stérile,unfruchtbar,sterile,estéril,estéril
adjetivos,2,653,sterile,abortif,steril,infertile,infértil,infértil
adjetivos,3,653,fruitless,infécond,vergebens,infruttifero,árido,inútil
adjetivos,1,654,eternal,éternel,ewig,eterno,eterno,eterno
adjetivos,2,654,everlasting,perpétuel,immer während,perpetuo,perpétuo,perpetuo
adjetivos,3,654,perpetual,permanent,ständig,durevole,imperecível,perenne
adjetivos,1,656,exact,exact,genau,esatto,exato,exacto
adjetivos,2,656,accurate,précis,exakt,accurato,preciso,preciso
adjetivos,3,656,precise,juste,akkurat,preciso,exacto,correcto
adjetivos,1,657,excessive,excessif,übermäßig,eccessivo,excessivo,excesivo
adjetivos,2,657,redundant,redondant,übertrieben,esuberante,demasiado,desmesurado
adjetivos,3,657,unreasonable,tautologique,ausbündig,libertino,redundante,exagerado
adjetivos,1,658,exclusive,exclusif,ausschließlich,esclusivo,exclusivo,exclusivo
adjetivos,2,658,dedicated,seul,Exklusivmodus,esclusivamente,confidencial,exclusiva
adjetivos,3,658,private,privé,exklusiv,esclusivistico,particular,
adjetivos,1,659,model,exemplaire,Exemplar,esemplare,exemplar,ejemplar
adjetivos,2,659,exemplary,modèle,beispielhaft,modello,modelar,dechado
adjetivos,3,659,copy,exemple,vorbildlich,copia,modelo,fascículo
